team_market,team_name,team_id,conference_name,conference_id
Tulane,Green Wave,399ad7fb-de60-45a6-a71f-d26e00f1a4ec,American Athletic,3b6a48d8-1f9c-484f-8ed0-ef0a540a0efe
SMU,Mustangs,3f4515ea-4472-46b9-ac9e-16d7d8f22a38,American Athletic,3b6a48d8-1f9c-484f-8ed0-ef0a540a0efe
South Florida,Bulls,55af9c69-3675-4b9b-a882-96640b782fff,American Athletic,3b6a48d8-1f9c-484f-8ed0-ef0a540a0efe
Temple,Owls,8598d1b6-106b-4083-a512-2e495729525a,American Athletic,3b6a48d8-1f9c-484f-8ed0-ef0a540a0efe
Cincinnati,Bearcats,a17dfc54-415f-49c3-a2e6-d6fa9db18b0a,American Athletic,3b6a48d8-1f9c-484f-8ed0-ef0a540a0efe
East Carolina,Pirates,a601205f-3bfe-4052-ac0b-b8f18cf3efd3,American Athletic,3b6a48d8-1f9c-484f-8ed0-ef0a540a0efe
Connecticut,Huskies,efba5350-79bc-47aa-a189-db177b95b491,American Athletic,3b6a48d8-1f9c-484f-8ed0-ef0a540a0efe
Wichita State,Shockers,f38b58de-3273-4723-a78b-2f918e9aa2d5,American Athletic,3b6a48d8-1f9c-484f-8ed0-ef0a540a0efe
Virginia Military,Keydets,227d3567-d57b-417e-afc4-735e4cb308a1,Southern,468829d1-8886-4c14-91d1-e6441673b2f6
Citadel,Bulldogs,412e7f0d-fb93-4e6e-be1f-9a4c7490d121,Southern,468829d1-8886-4c14-91d1-e6441673b2f6
Chattanooga,Mocs,4c9fb59b-6cec-4b0d-bb0f-628b391d138c,Southern,468829d1-8886-4c14-91d1-e6441673b2f6
UNC Greensboro,Spartans,612f7f66-1de1-4d42-b842-9a508daab911,Southern,468829d1-8886-4c14-91d1-e6441673b2f6
Western Carolina,Catamounts,6bff595c-32cb-4028-837c-c7de2a2107e6,Southern,468829d1-8886-4c14-91d1-e6441673b2f6
Wofford,Terriers,9916713f-b243-452b-93ae-a2c3ccabf68b,Southern,468829d1-8886-4c14-91d1-e6441673b2f6
Mercer,Bears,a14b0057-8eb5-43d2-a33b-666196da933e,Southern,468829d1-8886-4c14-91d1-e6441673b2f6
Samford,Bulldogs,c13f96ba-c79c-452f-9f63-3b45fae4e543,Southern,468829d1-8886-4c14-91d1-e6441673b2f6
Furman,Paladins,ca5318f2-48eb-4f6b-896a-966b900aa42f,Southern,468829d1-8886-4c14-91d1-e6441673b2f6
East Tennessee State,Buccaneers,d750d88f-f7b8-4bc3-a5f6-36e7a67ec93e,Southern,468829d1-8886-4c14-91d1-e6441673b2f6
Oral Roberts,Golden Eagles,095417ae-62b0-4109-afc4-d92918599dd4,Summit League,49665f99-1a5f-434f-b841-ddde229f0eb9
Purdue Fort Wayne,Mastodons,22984593-0701-4648-b8a8-f6d695238620,Summit League,49665f99-1a5f-434f-b841-ddde229f0eb9
Nebraska-Omaha,Mavericks,68d2aa5b-714f-4652-96f3-b71e1752413f,Summit League,49665f99-1a5f-434f-b841-ddde229f0eb9
South Dakota State,Jackrabbits,6ef40534-5fad-4755-84de-7dcbd645d1f0,Summit League,49665f99-1a5f-434f-b841-ddde229f0eb9
Denver,Pioneers,6f676cba-c1f9-45a4-9016-fb408fd525b1,Summit League,49665f99-1a5f-434f-b841-ddde229f0eb9
North Dakota State,Bison,984e7518-e418-45d5-9797-979b8c2085c1,Summit League,49665f99-1a5f-434f-b841-ddde229f0eb9
South Dakota,Coyotes,c946b7ac-5159-4817-93c4-fc9495c6425b,Summit League,49665f99-1a5f-434f-b841-ddde229f0eb9
Western Illinois,Leathernecks,cc9e5424-ab3b-41ec-b2aa-7e8a73d759c6,Summit League,49665f99-1a5f-434f-b841-ddde229f0eb9
North Dakota,Fighting Hawks,de8fc8a7-253f-4597-8a48-a0104ef226ae,Summit League,49665f99-1a5f-434f-b841-ddde229f0eb9
Long Beach State,49ers,11a617d5-af03-4cce-bc8a-51114d9e41fe,Big West,5f56da49-5d81-43c3-8652-8b8da40c907f
UC Irvine,Anteaters,39d00ef7-320d-47cf-a2fa-859bc24d16b4,Big West,5f56da49-5d81-43c3-8652-8b8da40c907f
UC Santa Barbara,Gauchos,3b6293f3-03db-46d2-8793-248963c2d83b,Big West,5f56da49-5d81-43c3-8652-8b8da40c907f
Cal Poly,Mustangs,45439cdb-af7a-4743-936c-dccc76b30877,Big West,5f56da49-5d81-43c3-8652-8b8da40c907f
UC Riverside,Highlanders,6b170a32-8445-4cb1-8638-724996c3094b,Big West,5f56da49-5d81-43c3-8652-8b8da40c907f
UC Davis,Aggies,8aaad1c0-d16e-4b9f-8541-dac670addd71,Big West,5f56da49-5d81-43c3-8652-8b8da40c907f
Cal State Fullerton,Titans,c009914b-3303-4dee-b915-978aa48a31d0,Big West,5f56da49-5d81-43c3-8652-8b8da40c907f
Cal State Northridge,Matadors,cb732075-23a5-4e71-9037-50a7a002bdb2,Big West,5f56da49-5d81-43c3-8652-8b8da40c907f
Hawaii,Warriors,d4dc55b3-94fe-4d4f-b0bf-c50c5f064392,Big West,5f56da49-5d81-43c3-8652-8b8da40c907f
UTEP,Miners,06d15d35-4955-4fdd-83d9-32d24dbd795b,Conference USA,6902bb03-02f7-4da4-8261-de5fd2cbd011
North Texas,Mean Green,10f450ce-143b-4e46-8bfe-52c644b68b07,Conference USA,6902bb03-02f7-4da4-8261-de5fd2cbd011
Middle Tennessee,Blue Raiders,3d2f0819-8f3b-4ff3-afd6-6227c469a751,Conference USA,6902bb03-02f7-4da4-8261-de5fd2cbd011
Marshall,Thundering Herd,58d8baa3-7624-4b21-a47f-a23df2bf8859,Conference USA,6902bb03-02f7-4da4-8261-de5fd2cbd011
Southern Miss,Golden Eagles,6120ac5d-e0f2-4b28-9e6f-ee71596a7e88,Conference USA,6902bb03-02f7-4da4-8261-de5fd2cbd011
UAB,Blazers,63a8fdcf-b51b-4de3-8a57-2a6e41d362ce,Conference USA,6902bb03-02f7-4da4-8261-de5fd2cbd011
Western Kentucky,Hilltoppers,881380da-861c-4ab6-a7d2-20699d8ea883,Conference USA,6902bb03-02f7-4da4-8261-de5fd2cbd011
Charlotte,49ers,8ddbfca9-a931-4908-aa31-9fcd17624b5f,Conference USA,6902bb03-02f7-4da4-8261-de5fd2cbd011
Louisiana Tech,Bulldogs,8ff733a9-9f93-46de-ba7e-cf6f7e429670,Conference USA,6902bb03-02f7-4da4-8261-de5fd2cbd011
UTSA,Roadrunners,953151f2-1e42-4cb0-a99e-202493a64dcf,Conference USA,6902bb03-02f7-4da4-8261-de5fd2cbd011
Florida International,Golden Panthers,a8ac24ca-3b7a-4610-ad99-042661584c48,Conference USA,6902bb03-02f7-4da4-8261-de5fd2cbd011
Rice,Owls,bb384635-c3a0-459a-8f13-fcd7177313e5,Conference USA,6902bb03-02f7-4da4-8261-de5fd2cbd011
Florida Atlantic,Owls,c851131a-5ecd-4670-81bc-b40f4837dd65,Conference USA,6902bb03-02f7-4da4-8261-de5fd2cbd011
Old Dominion,Monarchs,ce967953-5c50-4220-87b2-99acb9606e84,Conference USA,6902bb03-02f7-4da4-8261-de5fd2cbd011
Cal State Bakersfield,Roadrunners,2da57857-b038-4ad3-8199-e3fb339f57d2,Western Athletic,7265822b-247a-4991-ae8c-0e6f33f6122b
Chicago State,Cougars,2f8c85a7-54f4-4942-be16-2cbac77c82d7,Western Athletic,7265822b-247a-4991-ae8c-0e6f33f6122b
Utah Valley,Wolverines,4200f37c-86e0-413e-a5c4-e5edf1e272e7,Western Athletic,7265822b-247a-4991-ae8c-0e6f33f6122b
New Mexico State,Aggies,5016fe1a-9571-4d10-bf5b-b9c1b496bd57,Western Athletic,7265822b-247a-4991-ae8c-0e6f33f6122b
Seattle,Redhawks,7e100f63-0b32-49f6-a954-f5b7c8cf48ad,Western Athletic,7265822b-247a-4991-ae8c-0e6f33f6122b
UMKC,Kangaroos,820c8f26-cf11-4997-b2e2-19f47bd2f72f,Western Athletic,7265822b-247a-4991-ae8c-0e6f33f6122b
Texas Rio Grande Valley,Vaqueros,92456e1e-f48c-4385-96ab-14cb27d18726,Western Athletic,7265822b-247a-4991-ae8c-0e6f33f6122b
California Baptist,Lancers,a43197e1-de68-41cf-bd75-88c695738601,Western Athletic,7265822b-247a-4991-ae8c-0e6f33f6122b
Grand Canyon,Antelopes,f7e6acc3-0778-4de5-940a-d88e20df1159,Western Athletic,7265822b-247a-4991-ae8c-0e6f33f6122b
Southeastern Louisiana,Lions,55cd5bb4-b030-4a7a-9652-6cebaf81c574,Southland,763ae15d-32b0-476d-aa12-0c7f4a3cd423
Stephen F. Austin,Lumberjacks,5ef64f01-86ae-4553-9834-c79cc0859eaf,Southland,763ae15d-32b0-476d-aa12-0c7f4a3cd423
Sam Houston State,Bearkats,67322042-9c40-4dc2-b33a-4754c02ec82a,Southland,763ae15d-32b0-476d-aa12-0c7f4a3cd423
Northwestern State,Demons,71874e7e-8260-43f9-bb7c-65f267dbe8ce,Southland,763ae15d-32b0-476d-aa12-0c7f4a3cd423
Incarnate Word,Cardinals,912671c7-19fd-451b-813e-885485427820,Southland,763ae15d-32b0-476d-aa12-0c7f4a3cd423
Houston Baptist,Huskies,95a27dc5-16d5-4745-9adb-34c41e1444e8,Southland,763ae15d-32b0-476d-aa12-0c7f4a3cd423
Abilene Christian,Wildcats,a52b2ece-1f87-45b5-ae1e-8d0920479965,Southland,763ae15d-32b0-476d-aa12-0c7f4a3cd423
Nicholls State,Colonels,c0d19efd-d40c-4e32-8e90-dbcb28178b5d,Southland,763ae15d-32b0-476d-aa12-0c7f4a3cd423
McNeese State,Cowboys,d2ef641c-70e4-48bb-b40d-ac654d179205,Southland,763ae15d-32b0-476d-aa12-0c7f4a3cd423
Central Arkansas,Bears,dfc2dfb7-aa67-4c48-99c9-4fa6c6bc4355,Southland,763ae15d-32b0-476d-aa12-0c7f4a3cd423
New Orleans,Privateers,e7ff6d5c-07e9-42af-955d-0a0b8c1e2288,Southland,763ae15d-32b0-476d-aa12-0c7f4a3cd423
Lamar,Cardinals,eda6c307-1e0f-4a28-82f4-ee9653b343fb,Southland,763ae15d-32b0-476d-aa12-0c7f4a3cd423
Texas A&M-CC,Islanders,fe21a988-3e96-4f3c-8f9f-b449ccda43b0,Southland,763ae15d-32b0-476d-aa12-0c7f4a3cd423
Arkansas-Pine Bluff,Golden Lions,1394dd8a-040e-4509-9ee3-761d60eaf6c9,Southwestern Athletic,7be69d78-bd13-4bfa-ae33-a6e48131a28f
Alcorn State,Braves,1bddc811-44cf-4e53-b4ab-11c8dc82c9de,Southwestern Athletic,7be69d78-bd13-4bfa-ae33-a6e48131a28f
Alabama State,Hornets,267d417a-8f85-4c87-a15a-068c089a74c6,Southwestern Athletic,7be69d78-bd13-4bfa-ae33-a6e48131a28f
Mississippi Valley State,Delta Devils,5873529e-e5e3-4a06-8a03-fa4cbe509880,Southwestern Athletic,7be69d78-bd13-4bfa-ae33-a6e48131a28f
Grambling State,Tigers,6776c7e6-f4c2-47bd-99e5-39fc179a3197,Southwestern Athletic,7be69d78-bd13-4bfa-ae33-a6e48131a28f
Prairie View A&M,Panthers,91ec9ba2-12e5-4a75-9410-a166c82163fd,Southwestern Athletic,7be69d78-bd13-4bfa-ae33-a6e48131a28f
Alabama A&M,Bulldogs,949c3398-85e4-4c63-ba71-9a82e06ddea4,Southwestern Athletic,7be69d78-bd13-4bfa-ae33-a6e48131a28f
Southern University,Jaguars,a3b13d27-ec14-4a7d-88a2-0bc9f7b58984,Southwestern Athletic,7be69d78-bd13-4bfa-ae33-a6e48131a28f
Jackson State,Tigers,c444e03b-d16b-48b2-9b18-823c2647d41d,Southwestern Athletic,7be69d78-bd13-4bfa-ae33-a6e48131a28f
Texas Southern,Tigers,eb157f98-0697-459c-9293-ddb162ceb28b,Southwestern Athletic,7be69d78-bd13-4bfa-ae33-a6e48131a28f
Bethune-Cookman,Wildcats,0796c3b6-5308-4aa0-8fdc-c65d39b043c6,Mid Eastern Athletic,852139a9-389c-4eca-9760-ec13f014ca8d
Howard,Bison,22fbe5dc-c6db-4675-b3a3-2d8af7f5d313,Mid Eastern Athletic,852139a9-389c-4eca-9760-ec13f014ca8d
Savannah State,Tigers,3eacc387-0ad8-4c5e-a666-c8ab447d224f,Mid Eastern Athletic,852139a9-389c-4eca-9760-ec13f014ca8d
North Carolina A&T,Aggies,53aaac6a-796e-41a6-a04e-6ce74c5717f8,Mid Eastern Athletic,852139a9-389c-4eca-9760-ec13f014ca8d
Morgan State,Bears,576b816b-5b9a-4768-a62b-f8435a8272c2,Mid Eastern Athletic,852139a9-389c-4eca-9760-ec13f014ca8d
Coppin State,Eagles,5f9a90a2-3926-404e-8c8a-d9f22ad6907d,Mid Eastern Athletic,852139a9-389c-4eca-9760-ec13f014ca8d
South Carolina State,Bulldogs,a44f8c85-7ab6-4a4e-b6f1-c69a4cabe1ed,Mid Eastern Athletic,852139a9-389c-4eca-9760-ec13f014ca8d
Norfolk State,Spartans,a8f75c12-c4db-401f-99e3-b48209d85274,Mid Eastern Athletic,852139a9-389c-4eca-9760-ec13f014ca8d
Florida A&M,Rattlers,cec2527e-5e1e-4817-a628-35666ef13b6e,Mid Eastern Athletic,852139a9-389c-4eca-9760-ec13f014ca8d
Maryland-Eastern Shore,Hawks,d20216d8-161c-46e3-b8d2-92208ddf5acf,Mid Eastern Athletic,852139a9-389c-4eca-9760-ec13f014ca8d
North Carolina Central,Eagles,e4c315a0-e83f-4d14-856e-34a0463059e3,Mid Eastern Athletic,852139a9-389c-4eca-9760-ec13f014ca8d
Delaware State,Hornets,ffa04cde-aa2d-4e91-b2cd-bde2bfed44de,Mid Eastern Athletic,852139a9-389c-4eca-9760-ec13f014ca8d
Georgia Tech,Yellow Jackets,0f63a6f5-bda7-4fd9-9271-8d33f555ca19,Atlantic Coast,88368ebb-01fb-44d5-a6c6-3e7d46bb3ab7
Pittsburgh,Panthers,24051034-96bb-4f78-a3a6-312f3258780f,Atlantic Coast,88368ebb-01fb-44d5-a6c6-3e7d46bb3ab7
Virginia Tech,Hokies,324ccccc-575b-4b82-acb0-fbb8e68da13b,Atlantic Coast,88368ebb-01fb-44d5-a6c6-3e7d46bb3ab7
Boston College,Eagles,4b3ff02c-e0ba-435b-a565-6075bc491684,Atlantic Coast,88368ebb-01fb-44d5-a6c6-3e7d46bb3ab7
Wake Forest,Demon Deacons,4fbebf0a-e117-4a0c-8f15-c247535a2a1b,Atlantic Coast,88368ebb-01fb-44d5-a6c6-3e7d46bb3ab7
North Carolina State,Wolfpack,52df1e19-b142-4a76-a439-ad68455d0581,Atlantic Coast,88368ebb-01fb-44d5-a6c6-3e7d46bb3ab7
Virginia,Cavaliers,56913910-87f7-4ad7-ae3b-5cd9fb218fd9,Atlantic Coast,88368ebb-01fb-44d5-a6c6-3e7d46bb3ab7
Miami (FL),Hurricanes,7aec5187-cb1b-45e5-8f7d-406d766cdc73,Atlantic Coast,88368ebb-01fb-44d5-a6c6-3e7d46bb3ab7
Notre Dame,Fighting Irish,80962f09-8821-48b6-8cf0-0cf0eea56aa8,Atlantic Coast,88368ebb-01fb-44d5-a6c6-3e7d46bb3ab7
Syracuse,Orange,8cd24de1-2be8-4b77-bcfa-47be0495a5f4,Atlantic Coast,88368ebb-01fb-44d5-a6c6-3e7d46bb3ab7
Louisville,Cardinals,b795ddbc-baab-4499-8803-52e8608520ab,Atlantic Coast,88368ebb-01fb-44d5-a6c6-3e7d46bb3ab7
Florida State,Seminoles,d3c8a767-b6fc-45d4-a5f2-18406f2993f1,Atlantic Coast,88368ebb-01fb-44d5-a6c6-3e7d46bb3ab7
Clemson,Tigers,dcf5c2e7-c227-4c20-af26-715d5f859412,Atlantic Coast,88368ebb-01fb-44d5-a6c6-3e7d46bb3ab7
North Carolina,Tar Heels,e9ca48b2-00ba-41c0-a02b-6885a2da1ff1,Atlantic Coast,88368ebb-01fb-44d5-a6c6-3e7d46bb3ab7
Duke,Blue Devils,faeb1160-5d15-4f26-99fc-c441cf21fc7f,Atlantic Coast,88368ebb-01fb-44d5-a6c6-3e7d46bb3ab7
North Florida,Ospreys,09920a5f-1b25-466c-b5ae-6167214f5ba9,Atlantic Sun,888a4792-c632-447f-a8fd-fb0b6f04ce8e
Kennesaw State,Owls,2e8442e9-bd09-4d46-9dd3-de79433287f3,Atlantic Sun,888a4792-c632-447f-a8fd-fb0b6f04ce8e
Stetson,Hatters,394d1b2b-7a19-4d43-b04a-5f366c24e5bf,Atlantic Sun,888a4792-c632-447f-a8fd-fb0b6f04ce8e
N.J.I.T.,Highlanders,500d7223-ecff-494b-9539-28427156c783,Atlantic Sun,888a4792-c632-447f-a8fd-fb0b6f04ce8e
Florida Gulf Coast,Eagles,5326c079-3dc3-468f-a601-b776dd9c1e62,Atlantic Sun,888a4792-c632-447f-a8fd-fb0b6f04ce8e
Liberty,Flames,559db90c-741f-40d1-aa81-3fdd1d4889f3,Atlantic Sun,888a4792-c632-447f-a8fd-fb0b6f04ce8e
North Alabama,Lions,61db8108-45f1-43e5-ade8-83278324bc7d,Atlantic Sun,888a4792-c632-447f-a8fd-fb0b6f04ce8e
Lipscomb,Bisons,a2b8223d-40b3-4076-b5df-55655c2f8591,Atlantic Sun,888a4792-c632-447f-a8fd-fb0b6f04ce8e
Jacksonville,Dolphins,fb28bd56-9e56-40c1-992d-71c1e27fe4fd,Atlantic Sun,888a4792-c632-447f-a8fd-fb0b6f04ce8e
Loyola (MD),Greyhounds,175d34a7-3823-4e4f-9f11-2464f55360b8,Patriot League,88acc3d7-e5a1-4751-864e-606223943a62
American University,Eagles,2f513e67-f019-4eec-9096-fbc5911858b6,Patriot League,88acc3d7-e5a1-4751-864e-606223943a62
Holy Cross,Crusaders,31aedd91-a77e-46c1-8bdc-80e9860c159d,Patriot League,88acc3d7-e5a1-4751-864e-606223943a62
Navy,Midshipmen,3b088563-ca8a-49a6-9e19-5e4cb186ae1d,Patriot League,88acc3d7-e5a1-4751-864e-606223943a62
Lehigh,Mountain Hawks,508f503f-dc57-4f4c-a01e-4f195e5c05c8,Patriot League,88acc3d7-e5a1-4751-864e-606223943a62
Lafayette,Leopards,6af02334-9ac3-452f-bcf4-20abdb72bd07,Patriot League,88acc3d7-e5a1-4751-864e-606223943a62
Army,Black Knights,6dfaf0ba-47c4-4e05-b0a7-72734747d48f,Patriot League,88acc3d7-e5a1-4751-864e-606223943a62
Colgate,Raiders,80a19b57-d6ab-4bee-934f-33a72c2e958a,Patriot League,88acc3d7-e5a1-4751-864e-606223943a62
Bucknell,Bison,98d2123a-c7b9-4b5f-8a81-43f76d8537dc,Patriot League,88acc3d7-e5a1-4751-864e-606223943a62
Boston University,Terriers,de9a0e19-b83c-4b98-a6da-81c110cb364b,Patriot League,88acc3d7-e5a1-4751-864e-606223943a62
Hampton,Pirates,161354af-1f3e-4d58-88f7-e016ec74b7b6,Big South,906a1ec5-c786-4b14-9f7a-30e0c0f53255
USC Upstate,Spartans,2e78bd1b-9422-491e-9c73-37cf83b0e34e,Big South,906a1ec5-c786-4b14-9f7a-30e0c0f53255
Longwood,Lancers,600aad0e-85e7-4db8-be0b-94ba02a08e55,Big South,906a1ec5-c786-4b14-9f7a-30e0c0f53255
Campbell,Fighting Camels,6e5dfe2c-28cc-411f-b846-af8436093ab2,Big South,906a1ec5-c786-4b14-9f7a-30e0c0f53255
Gardner-Webb,Runnin' Bulldogs,79871449-f5a1-4650-b3cf-85b78fd6943e,Big South,906a1ec5-c786-4b14-9f7a-30e0c0f53255
High Point,Panthers,a311188e-1259-4fda-b0ea-c47cb52694b1,Big South,906a1ec5-c786-4b14-9f7a-30e0c0f53255
Charleston Southern,Buccaneers,a3fef707-e4fc-48a0-82f1-f4ef01b76f45,Big South,906a1ec5-c786-4b14-9f7a-30e0c0f53255
UNC Asheville,Bulldogs,ad9fce12-6b1a-400c-bcbe-29d84d065fc0,Big South,906a1ec5-c786-4b14-9f7a-30e0c0f53255
Presbyterian,Blue Hose,b06b63b0-20e6-4c78-bdcf-5feac3d7995e,Big South,906a1ec5-c786-4b14-9f7a-30e0c0f53255
Winthrop,Eagles,ca441726-0c57-4456-b1e7-fff098484fb5,Big South,906a1ec5-c786-4b14-9f7a-30e0c0f53255
Radford,Highlanders,f2cf9ba2-ac8c-4d92-8e7a-48dd88e8f40b,Big South,906a1ec5-c786-4b14-9f7a-30e0c0f53255
Detroit Mercy,Titans,1b78e7f6-f25c-4921-98e2-9bc565f8dfb4,Horizon,92db2b30-c5ac-41e9-ba18-59f3c2a0dd0b
Milwaukee,Panthers,5d77800f-1ae6-4b66-8e97-b0dbb8bbc717,Horizon,92db2b30-c5ac-41e9-ba18-59f3c2a0dd0b
Green Bay,Phoenix,61a3e5ab-1be3-4694-b83f-edae0953f409,Horizon,92db2b30-c5ac-41e9-ba18-59f3c2a0dd0b
IUPUI,Jaguars,90ec10eb-38a4-4a69-b072-ef71d294933b,Horizon,92db2b30-c5ac-41e9-ba18-59f3c2a0dd0b
Wright State,Raiders,9c396fa7-c165-4599-8542-158bd0d9a199,Horizon,92db2b30-c5ac-41e9-ba18-59f3c2a0dd0b
Northern Kentucky,Norse,ab9a1315-293f-42d3-a164-860216e81576,Horizon,92db2b30-c5ac-41e9-ba18-59f3c2a0dd0b
Oakland,Golden Grizzlies,aeaaef0d-5238-414e-ac04-c55a22cba208,Horizon,92db2b30-c5ac-41e9-ba18-59f3c2a0dd0b
Youngstown State,Penguins,da7d41bc-48b0-4a04-948f-792d6470bcb5,Horizon,92db2b30-c5ac-41e9-ba18-59f3c2a0dd0b
Illinois-Chicago,Flames,dfe0d93f-94a5-47fb-b7aa-f74786e09acb,Horizon,92db2b30-c5ac-41e9-ba18-59f3c2a0dd0b
Cleveland State,Vikings,e30c0417-b220-424e-886e-dd1249e2ca5a,Horizon,92db2b30-c5ac-41e9-ba18-59f3c2a0dd0b
Colorado State,Rams,1a470730-f328-4fb1-8bbf-36a069e4d6b2,Mountain West,93a776e4-d390-48e1-95bb-74945457366a
New Mexico,Lobos,1b1977ec-b32f-4ce3-95a4-d07bab4816cd,Mountain West,93a776e4-d390-48e1-95bb-74945457366a
San Jose State,Spartans,29de4e5e-ee5b-48c8-bffc-1972e7da1e30,Mountain West,93a776e4-d390-48e1-95bb-74945457366a
