team_id,season,team_name,team_mascot,seed,total_wins,total_losses,total_games_played,adj_win_perc,str_of_sched,rpi,total_minutes_played,total_field_goals_made,total_field_goals_att,total_field_goals_pct,total_two_points_made,total_two_points_att,total_two_points_pct,total_three_points_made,total_three_points_att,total_three_points_pct,total_blocked_att,total_free_throws_made,total_free_throws_att,total_free_throws_pct,total_offensive_rebounds,total_defensive_rebounds,total_rebounds,total_assists,total_turnovers,total_assists_turnover_ratio,total_steals,total_blocks,total_personal_fouls,total_tech_fouls,total_points,total_fast_break_pts,total_flagrant_fouls,total_points_off_turnovers,total_second_chance_pts,total_ejections,total_foulouts,total_points_in_paint,total_efficiency,total_true_shooting_att,total_true_shooting_pct,average_fast_break_pts,average_points_off_turnovers,average_second_chance_pts,average_minutes,average_points,average_off_rebounds,average_def_rebounds,average_rebounds,average_assists,average_steals,average_blocks,average_turnovers,average_personal_fouls,average_flagrant_fouls,average_blocked_att,average_field_goals_made,average_field_goals_att,average_three_points_made,average_three_points_att,average_free_throws_made,average_free_throws_att,average_two_points_made,average_two_points_att,average_points_in_paint,average_efficiency,average_true_shooting_att
5ef64f01-86ae-4553-9834-c79cc0859eaf,2017,Stephen F. Austin,Lumberjacks,E14,24,7,35,0.8085,0.435,0.52839999999999998,7000,1000,2059,1408,758,7000,0.53800000000000003,242,651,0.372,25,577,819,0.70499999999999996,349,789,1138,499,540,0.92000000000000004,357,106,766,13,2819,305,0,783,425,0,4,1284,3078,2419.3600000000001,0.58299999999999996,8.7100000000000009,22.370000000000001,12.140000000000001,200,80.5,9.9700000000000006,22.539999999999999,32.509999999999998,14.300000000000001,10.199999999999999,3.0299999999999998,15.43,21.890000000000001,0,0.70999999999999996,28.57,58.829999999999998,6.9100000000000001,18.600000000000001,16.489999999999998,23.399999999999999,21.66,40.229999999999997,36.689999999999998,87.939999999999998,69.120000000000005
eb157f98-0697-459c-9293-ddb162ceb28b,2017,Texas Southern,Tigers,W16,16,20,36,0.51390000000000002,0.50980000000000003,0.51080000000000003,7250,925,2111,1330,645,7250,0.48499999999999999,280,781,0.35899999999999999,38,657,906,0.72499999999999998,304,875,1179,438,454,0.95999999999999996,207,144,634,29,2787,180,1,469,383,0,7,1058,2866,2509.6399999999999,0.55500000000000005,5,13.029999999999999,10.640000000000001,201.40000000000001,77.400000000000006,8.4399999999999995,24.309999999999999,32.75,12.199999999999999,5.75,4,12.609999999999999,17.609999999999999,0.029999999999999999,1.0600000000000001,25.690000000000001,58.640000000000001,7.7800000000000002,21.690000000000001,18.25,25.170000000000002,17.920000000000002,36.939999999999998,29.390000000000001,79.609999999999999,69.709999999999994
324ccccc-575b-4b82-acb0-fbb8e68da13b,2017,Virginia Tech,Hokies,E8,21,12,33,0.60540000000000005,0.52280000000000004,0.54349999999999998,6675,931,1865,1120,642,6675,0.57299999999999995,289,745,0.38800000000000001,115,483,681,0.70899999999999996,215,780,995,542,395,1.3700000000000001,191,74,525,10,2634,351,0,550,272,0,13,1182,2909,2164.6399999999999,0.60799999999999998,10.640000000000001,16.670000000000002,8.2400000000000002,202.30000000000001,79.799999999999997,6.5199999999999996,23.640000000000001,30.149999999999999,16.399999999999999,5.79,2.2400000000000002,11.970000000000001,15.91,0,3.48,28.210000000000001,56.520000000000003,8.7599999999999998,22.579999999999998,14.640000000000001,20.640000000000001,19.449999999999999,33.939999999999998,35.82,88.150000000000006,65.599999999999994
52df1e19-b142-4a76-a439-ad68455d0581,2017,North Carolina State,Wolfpack,M9,21,12,33,0.59119999999999995,0.54100000000000004,0.55349999999999999,6625,965,2054,1347,702,6625,0.52100000000000002,263,707,0.372,121,489,703,0.69599999999999995,336,721,1057,531,400,1.3300000000000001,244,122,611,6,2682,334,0,583,443,0,11,1180,2933,2363.3200000000002,0.56699999999999995,10.119999999999999,17.670000000000002,13.42,200.80000000000001,81.299999999999997,10.18,21.850000000000001,32.030000000000001,16.100000000000001,7.3899999999999997,3.7000000000000002,12.119999999999999,18.52,0,3.6699999999999999,29.239999999999998,62.240000000000002,7.9699999999999998,21.420000000000002,14.82,21.300000000000001,21.27,40.82,35.759999999999998,88.879999999999995,71.620000000000005
56913910-87f7-4ad7-ae3b-5cd9fb218fd9,2017,Virginia,Cavaliers,S1,31,3,34,0.90510000000000002,0.5776,0.65949999999999998,6825,848,1844,1199,601,6825,0.501,247,645,0.38300000000000001,87,340,451,0.754,237,768,1005,458,291,1.5699999999999998,232,124,480,2,2283,146,2,501,289,0,5,906,2704,2042.4400000000001,0.55900000000000005,4.29,14.74,8.5,200.69999999999999,67.099999999999994,6.9699999999999998,22.59,29.559999999999999,13.5,6.8200000000000003,3.6499999999999999,8.5600000000000005,14.119999999999999,0.059999999999999998,2.5600000000000001,24.940000000000001,54.240000000000002,7.2599999999999998,18.969999999999999,10,13.26,17.68,35.259999999999998,26.649999999999999,79.530000000000001,60.07
7aec5187-cb1b-45e5-8f7d-406d766cdc73,2017,Miami (FL),Hurricanes,S6,22,10,32,0.68420000000000003,0.56079999999999997,0.5917,6450,876,1882,1204,629,6450,0.52200000000000002,247,678,0.36399999999999999,103,362,547,0.66200000000000003,266,755,1021,424,367,1.1599999999999999,211,130,519,4,2361,281,0,434,335,0,6,1098,2589,2122.6799999999998,0.55600000000000005,8.7799999999999994,13.56,10.470000000000001,201.59999999999999,73.799999999999997,8.3100000000000005,23.59,31.91,13.300000000000001,6.5899999999999999,4.0599999999999996,11.470000000000001,16.219999999999999,0,3.2200000000000002,27.379999999999999,58.810000000000002,7.7199999999999998,21.190000000000001,11.31,17.09,19.66,37.630000000000003,34.310000000000002,80.909999999999997,66.329999999999998
8cd24de1-2be8-4b77-bcfa-47be0495a5f4,2017,Syracuse,Orange,M11,23,14,37,0.58279999999999998,0.59560000000000002,0.59240000000000004,7500,832,1995,1339,624,7500,0.46600000000000003,208,656,0.317,106,594,808,0.73499999999999999,370,866,1236,394,461,0.84999999999999998,258,198,611,5,2466,173,1,489,422,0,15,958,2714,2350.52,0.52500000000000002,4.6799999999999997,13.220000000000001,11.41,202.69999999999999,66.599999999999994,10,23.41,33.409999999999997,10.6,6.9699999999999998,5.3499999999999996,12.460000000000001,16.510000000000002,0.029999999999999999,2.8599999999999999,22.489999999999998,53.920000000000002,5.6200000000000001,17.73,16.050000000000001,21.84,16.859999999999999,36.189999999999998,25.890000000000001,73.349999999999994,63.530000000000001
d3c8a767-b6fc-45d4-a5f2-18406f2993f1,2017,Florida State,Seminoles,W9,23,12,35,0.65990000000000004,0.55079999999999996,0.57809999999999995,7100,995,2126,1345,722,7100,0.53700000000000003,273,781,0.34999999999999998,101,543,786,0.69099999999999995,357,862,1219,523,457,1.1400000000000001,241,186,653,2,2806,348,2,591,445,0,12,1262,3144,2471.8400000000001,0.56799999999999995,9.9399999999999995,16.890000000000001,12.710000000000001,202.90000000000001,80.200000000000003,10.199999999999999,24.629999999999999,34.829999999999998,14.9,6.8899999999999997,5.3099999999999996,13.06,18.66,0.059999999999999998,2.8900000000000001,28.43,60.740000000000002,7.7999999999999998,22.309999999999999,15.51,22.460000000000001,20.629999999999999,38.43,36.060000000000002,89.829999999999998,70.620000000000005
dcf5c2e7-c227-4c20-af26-715d5f859412,2017,Clemson,Tigers,M5,25,10,35,0.72030000000000005,0.5867,0.62009999999999998,7050,899,1971,1185,611,7050,0.51600000000000001,288,786,0.36599999999999999,117,498,660,0.755,271,896,1167,463,414,1.1200000000000001,198,169,564,2,2584,205,1,493,337,0,7,1010,2933,2261.4000000000001,0.57099999999999995,5.8600000000000003,14.09,9.6300000000000008,201.40000000000001,73.799999999999997,7.7400000000000002,25.600000000000001,33.340000000000003,13.199999999999999,5.6600000000000001,4.8300000000000001,11.83,16.109999999999999,0.029999999999999999,3.3399999999999999,25.690000000000001,56.310000000000002,8.2300000000000004,22.460000000000001,14.23,18.859999999999999,17.460000000000001,33.859999999999999,28.859999999999999,83.799999999999997,64.609999999999999
e9ca48b2-00ba-41c0-a02b-6885a2da1ff1,2017,North Carolina,Tar Heels,W2,26,11,37,0.70179999999999998,0.5978,0.62380000000000002,7425,1105,2417,1568,800,7425,0.51000000000000001,305,849,0.35899999999999999,176,503,677,0.74299999999999999,441,1003,1444,674,444,1.52,213,151,587,0,3018,313,3,470,560,0,2,1314,3570,2714.8800000000001,0.55600000000000005,8.4600000000000009,12.699999999999999,15.140000000000001,200.69999999999999,81.599999999999994,11.92,27.109999999999999,39.030000000000001,18.199999999999999,5.7599999999999998,4.0800000000000001,12,15.859999999999999,0.080000000000000002,4.7599999999999998,29.859999999999999,65.319999999999993,8.2400000000000002,22.949999999999999,13.59,18.300000000000001,21.620000000000001,42.380000000000003,35.509999999999998,96.489999999999995,73.379999999999995
faeb1160-5d15-4f26-99fc-c441cf21fc7f,2017,Duke,Blue Devils,M2,29,8,37,0.79869999999999997,0.59209999999999996,0.64380000000000004,7450,1125,2288,1457,816,7450,0.56000000000000005,309,831,0.372,96,562,791,0.70999999999999996,440,982,1422,648,459,1.4099999999999999,275,185,575,4,3121,359,4,596,579,0,14,1478,3800,2636.04,0.59199999999999997,9.6999999999999993,16.109999999999999,15.65,201.40000000000001,84.400000000000006,11.890000000000001,26.539999999999999,38.43,17.5,7.4299999999999997,5,12.41,15.539999999999999,0.11,2.5899999999999999,30.41,61.840000000000003,8.3499999999999996,22.460000000000001,15.19,21.379999999999999,22.050000000000001,39.380000000000003,39.950000000000003,102.7,71.239999999999995
a2b8223d-40b3-4076-b5df-55655c2f8591,2017,Lipscomb,Bisons,W15,20,10,33,0.71430000000000005,0.49459999999999998,0.54949999999999999,6700,924,2040,1227,657,6700,0.53500000000000003,267,813,0.32800000000000001,39,593,826,0.71799999999999997,304,887,1191,517,493,1.05,216,102,658,6,2708,248,1,577,353,0,2,1176,2892,2403.4400000000001,0.56299999999999994,7.5199999999999996,17.48,10.699999999999999,203,82.099999999999994,9.2100000000000009,26.879999999999999,36.090000000000003,15.699999999999999,6.5499999999999998,3.0899999999999999,14.94,19.940000000000001,0.029999999999999999,1.1799999999999999,28,61.82,8.0899999999999999,24.640000000000001,17.969999999999999,25.030000000000001,19.91,37.18,35.640000000000001,87.640000000000001,72.829999999999998
98d2123a-c7b9-4b5f-8a81-43f76d8537dc,2017,Bucknell,Bison,M14,25,10,35,0.76470000000000005,0.49719999999999998,0.56410000000000005,7100,965,2050,1246,685,7100,0.55000000000000004,280,804,0.34799999999999998,32,627,872,0.71899999999999997,282,916,1198,505,437,1.1599999999999999,194,152,655,4,2837,173,0,519,372,0,3,1228,3119,2433.6799999999998,0.58299999999999996,4.9399999999999995,14.83,10.630000000000001,202.90000000000001,81.099999999999994,8.0600000000000005,26.170000000000002,34.229999999999997,14.4,5.54,4.3399999999999999,12.49,18.710000000000001,0,0.91000000000000003,27.57,58.57,8,22.969999999999999,17.91,24.91,19.57,35.600000000000001,35.090000000000003,89.109999999999999,69.530000000000001
f2cf9ba2-ac8c-4d92-8e7a-48dd88e8f40b,2017,Radford,Highlanders,E16,21,13,36,0.67330000000000001,0.49049999999999999,0.53620000000000001,7325,850,2000,1207,573,7325,0.47499999999999998,277,793,0.34899999999999998,38,445,614,0.72499999999999998,361,775,1136,442,442,1,226,105,596,5,2422,200,0,530,399,0,6,942,2570,2270.1599999999999,0.53300000000000003,5.5600000000000005,14.720000000000001,11.08,203.5,67.299999999999997,10.029999999999999,21.530000000000001,31.559999999999999,12.300000000000001,6.2800000000000002,2.9199999999999999,12.279999999999999,16.559999999999999,0,1.0600000000000001,23.609999999999999,55.560000000000002,7.6899999999999995,22.030000000000001,12.359999999999999,17.059999999999999,15.92,33.530000000000001,26.170000000000002,71.390000000000001,63.060000000000002
